name,reg,year,month,nl_count_0,nl_count_4,nl_min_0,nl_min_4,nl_max_0,nl_max_4,nl_mean_0,nl_mean_4,nl_sum_0,nl_sum_4,nl_nodata_0,nl_nodata_4,nl_median_0,nl_median_4,nl_std_0,nl_std_4,tw_count,tw_n_settlements,Labor_index,Unemployment_index,Investment_index,Loan_index,Economy_index,Interest_rate_index,Inflation_index,Bankruptcy_index,Export_index,Mortgage_loan_index,Baggage_index,Holiday_index,BMW_index,Mercedes_index,McDonalds_index,Calvin_Klein_index,Gucci_index,Emigration_index,Washing_machine_index,Fridge_index,Sony_index,apple_index,Fitness_index,Recruitment_index,Travel_index,Savings_index,Computer_security_index,Unemployment_benefits_index,Fashion_index,MBA_degree_index,area_sq_km
Odeska,UA_51,2017,4,222748,222748,0,0,1213,1153,3.3047659,5.4396987,736130,1211682,3332,3332,0,5,25.299156,23.558313,4009,44,39,22,25,7,31,41,15,21,36,7,19,18,27,52,42,58,22,11,70,49,59,34,70,18,38,14,9,15,83,18,33347.504
Poltavska,UA_53,2017,4,206358,206358,0,0,11123,6977,3.5033824,8.4228868,722951,1738130,0,0,0,6,53.805347,41.506409,302,52,31,46,10,10,26,6,19,14,21,4,9,20,21,39,22,38,13,7,46,38,20,36,37,4,23,11,1,55,68,0,28722.865
Rivnenska,UA_56,2017,4,148045,148045,0,0,323,357,.72961599,4.3742986,108016,647593,0,0,0,5,6.9416924,7.6135421,144,20,42,15,10,9,36,36,25,18,28,15,15,15,36,73,20,28,2,17,50,35,42,37,50,0,54,13,0,10,68,5,20053.172
Sevastopilska,UA_40,2017,4,369,369,27,32,826,880,234.01083,231.2168,86350,85319,0,0,222,219,127.86926,128.81151,414,1,23,4,14,5,21,18,4,3,9,3,0,24,31,29,9,5,9,1,13,22,16,13,26,0,36,32,3,0,28,13,57.44772
Sumska,UA_59,2017,4,176269,176269,0,0,784,1061,1.3831416,7.4713931,243805,1316975,0,0,0,7,13.443335,15.045214,122,38,18,5,8,4,13,3,5,3,14,2,2,22,19,38,8,13,11,5,19,29,62,30,35,26,29,2,0,0,38,0,23842.014
Ternopilska,UA_61,2017,4,98691,98691,0,0,410,403,1.047056,2.9783871,103335,293940,0,0,0,0,8.1300936,7.9985452,1156,18,29,6,12,4,34,0,9,7,29,13,8,14,16,21,10,35,13,3,43,37,39,32,40,2,32,0,5,15,37,0,13833.407
Vinnytska,UA_05,2017,4,187220,187220,0,0,676,508,1.2083378,3.315789,226225,620782,0,0,0,0,10.996538,9.44765,350,38,30,3,8,1,16,17,4,8,12,10,3,16,31,36,48,22,12,0,48,15,44,28,35,1,18,0,1,51,33,42,26490.973
Volynska,UA_07,2017,4,149217,149217,0,0,288,314,.60414696,4.3037925,90149,642199,0,0,0,5,6.0458913,6.6689992,107,14,29,0,11,9,21,10,21,7,19,8,5,14,47,76,4,15,13,6,29,35,32,25,27,0,35,2,3,0,32,15,20149.451
Zakarpatska,UA_21,2017,4,89268,89268,0,0,489,334,1.7155756,2.3106489,153146,206267,0,0,0,0,11.010031,9.7303019,260,31,32,4,3,2,8,0,1,0,44,0,39,12,26,33,34,26,10,35,13,43,57,13,43,11,10,13,11,5,21,22,12758.455
Zaporizka,UA_23,2017,4,184529,184529,0,0,906,803,2.511524,4.5445704,463449,838605,1577,1577,0,0,18.153223,16.910835,803,48,35,18,11,11,24,12,14,9,22,5,16,18,24,57,30,52,20,12,49,20,35,38,58,5,34,3,4,12,86,7,27180.066
Zhytomyrska,UA_18,2017,4,218410,218410,0,0,2824,2530,.88031685,3.7519162,192270,819456,0,0,0,5,15.508871,14.523172,86,23,20,5,3,3,16,14,5,2,7,0,21,17,36,17,2,7,2,22,41,38,17,12,12,1,15,6,1,11,31,4,29838.738
Cherkaska,UA_71,2017,5,148998,148998,0,0,8568,596,4.1493239,7.5586786,618241,1126228,30,30,0,7,50.609734,8.455368,500,57,26,7,8,16,23,10,12,4,16,0,23,15,16,31,56,9,20,0,62,39,29,26,31,0,44,0,4,4,56,8,20939.982
Chernihivska,UA_74,2017,5,235777,235777,0,0,502,995,2.4041913,6.2970648,566853,1484703,1284,1284,0,7,5.3128915,5.9002047,304,45,30,7,6,2,30,0,25,8,12,8,5,18,23,50,19,8,23,11,32,33,13,26,48,13,68,5,3,2,37,0,31895.225
Chernivetska,UA_77,2017,5,56475,56475,0,0,569,477,2.6977601,6.1667819,152356,348269,8,8,0,5,15.109948,12.749066,633,11,32,2,9,4,11,0,9,5,7,0,12,13,22,52,20,4,20,6,34,19,19,22,27,5,34,17,0,0,20,0,8094.667
Dnipropetrovska,UA_12,2017,5,222718,222718,0,0,27016,30000,8.9148741,11.716076,1985503,2609381,64,64,0,6,176.2726,169.75932,3001,96,47,19,12,8,20,19,20,7,23,5,20,17,13,43,33,42,18,7,70,34,32,30,57,7,26,12,3,17,75,26,31910.455
Donetska,UA_14,2017,5,184065,184065,0,0,2299,2256,7.6878223,10.56881,1415059,1945348,10,10,5,6,28.088238,27.261595,1197,49,38,8,11,4,31,26,12,1,38,6,28,22,16,55,15,26,18,11,69,37,42,24,29,1,51,8,2,12,73,4,26499.604
Ivano-Frankivska,UA_26,2017,5,98033,98033,0,0,1142,567,1.6559933,4.5829978,162342,449285,17,17,0,5,13.426098,10.989986,316,87,29,12,5,11,27,0,9,11,7,2,18,16,29,57,8,14,7,8,21,29,17,30,45,17,26,41,5,32,39,12,13933.037
Kharkivska,UA_63,2017,5,225279,225279,0,0,2428,3422,5.385766,8.8299398,1213300,1989200,1,1,5,7,24.836012,24.966164,1961,37,34,9,18,13,30,20,17,8,35,15,46,20,23,28,43,50,18,9,72,48,50,38,53,2,38,11,6,24,71,21,31434.879
Khersonska,UA_65,2017,5,174977,174977,0,0,463,482,1.4953279,4.1278739,261648,722283,5544,5544,0,5,10.115729,9.5106258,341,40,18,5,8,4,17,8,15,1,15,0,12,20,19,60,37,18,8,3,72,31,39,29,17,0,26,0,1,16,45,43,26656.969
Khmelnytska,UA_68,2017,5,147514,147514,0,0,412,529,1.57783,6.7165694,232752,990788,9,9,0,6,10.571407,10.371784,97,19,4,39,4,1,7,0,34,20,2,0,26,18,8,9,5,1,16,11,58,5,45,5,51,0,10,7,11,0,31,23,20627.613
Kirovohradska,UA_35,2017,5,172132,172132,0,0,1730,2310,2.3337207,7.0011153,401708,1205116,39,39,0,6,10.144846,11.217952,136,50,25,11,3,10,14,3,3,3,11,0,40,17,19,23,41,1,3,30,59,22,16,23,21,17,18,0,0,12,30,0,24577.918
Krym,UA_43,2017,5,168498,168498,0,0,7088,6170,3.8046682,5.0571222,641079,852115,371,371,0,0,34.728855,30.953011,1474,14,38,12,9,26,22,10,4,4,10,1,23,46,30,49,10,61,11,5,52,31,7,31,50,6,35,0,1,1,48,0,25558.451
Kyivska,UA_32,2017,5,203382,203382,0,0,30000,29310,8.6397371,12.196408,1757167,2480530,1029,1029,5,7,192.36996,184.33302,568,110,21,6,13,10,20,8,7,9,17,3,23,19,31,47,42,19,9,8,47,29,24,43,34,3,38,1,3,1,68,4,28131.504
Kyivska City,UA_30,2017,5,6093,6093,0,0,1085,1578,116.71787,120.37387,711162,733438,0,0,62,62,128.04913,131.87047,11600,1,46,33,40,13,48,11,36,25,43,9,38,12,20,63,40,29,15,34,59,51,49,27,57,16,46,27,16,15,67,30,834.25281
Luhanska,UA_09,2017,5,188862,188862,0,0,483,453,4.2566953,8.0992785,803928,1529646,0,0,5,7,10.093299,9.1318178,218,60,37,4,9,5,10,0,13,6,9,0,4,19,12,22,8,38,9,6,66,46,15,21,30,0,9,0,4,14,25,10,26687.729
Lvivska,UA_46,2017,5,155849,155849,0,0,21368,28500,4.9134998,8.1787624,765764,1274652,871,871,0,5,145.88451,166.17384,2451,14,40,29,22,10,30,34,18,17,33,4,44,17,18,60,40,18,21,27,53,47,49,35,46,6,29,15,5,6,54,18,21823.723
Mykolaivska,UA_48,2017,5,164374,164374,0,0,779,2310,2.6880953,6.6864529,441853,1099079,565,565,0,6,14.354436,14.174903,262,15,64,11,11,7,55,36,32,10,38,0,55,18,24,64,33,14,6,26,36,35,25,30,48,9,62,0,9,34,86,0,24015.756
Odeska,UA_51,2017,5,222646,222646,0,0,1149,1089,3.8835909,6.5082955,864666,1449046,3434,3434,0,5,25.20772,23.16358,3988,44,41,14,23,9,35,29,19,8,35,4,31,19,25,54,43,39,24,24,76,49,45,36,56,10,30,14,12,0,78,9,33347.504
Poltavska,UA_53,2017,5,206264,206264,0,0,5360,10581,5.3109026,8.8698606,1095448,1829533,94,94,5,7,34.594654,39.51511,349,52,36,19,9,8,25,2,14,2,16,0,35,19,18,33,39,22,3,3,41,39,20,38,37,0,30,6,1,11,71,0,28722.865
Rivnenska,UA_56,2017,5,146441,146441,0,0,351,463,.86638987,5.7878122,126875,847573,1604,1604,0,6,7.6546521,8.8624973,159,20,49,25,24,2,42,0,23,9,31,30,15,21,40,64,11,33,7,13,62,35,32,32,56,0,76,0,3,10,72,5,20053.172
Sevastopilska,UA_40,2017,5,369,369,28,26,930,935,226.99187,215.39296,83760,79480,0,0,214,202,122.79806,120.46255,757,1,15,5,25,7,20,10,5,3,17,2,1,18,22,29,8,5,5,2,19,27,14,16,19,0,36,0,0,0,41,0,57.44772
Sumska,UA_59,2017,5,176042,176042,0,0,1069,1315,3.1661763,7.6456814,557380,1345961,227,227,0,7,14.533384,15.332407,148,38,18,4,5,1,12,5,8,5,6,2,16,17,12,44,12,8,2,4,14,30,24,20,31,37,40,2,3,16,38,5,23842.014
Ternopilska,UA_61,2017,5,98673,98673,0,0,420,389,1.1933153,6.1241169,117748,604285,18,18,0,6,9.0365772,9.3429108,1113,18,31,5,7,8,34,2,19,9,32,0,9,19,20,16,8,36,14,1,41,21,26,23,39,2,31,3,5,15,40,2,13833.407
Vinnytska,UA_05,2017,5,187220,187220,0,0,862,514,2.2912402,6.190279,428966,1158944,0,0,0,6,11.222268,10.097083,435,38,28,7,8,2,17,8,5,12,14,5,4,16,28,30,34,43,12,4,52,16,43,26,31,3,20,11,2,51,39,0,26490.973
Volynska,UA_07,2017,5,148593,148593,0,0,291,264,.71965033,5.0084929,106935,744227,624,624,0,6,6.5136065,6.9274907,142,14,37,9,8,6,17,3,27,2,9,0,2,20,33,67,5,15,8,8,30,43,41,21,26,4,42,6,0,0,33,0,20149.451
Zakarpatska,UA_21,2017,5,89242,89242,0,0,607,468,1.8854127,4.8884492,168258,436255,26,26,0,5,11.672521,11.110546,260,31,27,1,4,10,7,42,2,0,23,1,20,11,21,26,41,44,8,27,14,45,31,14,27,22,6,28,4,5,18,0,12758.455
Zaporizka,UA_23,2017,5,184443,184443,0,0,856,723,3.2842991,6.0405383,605766,1114135,1663,1663,0,5,18.550375,16.68622,1005,48,30,14,8,9,27,18,21,3,19,8,28,17,17,60,29,15,15,11,57,24,34,34,52,2,26,6,1,8,75,3,27180.066
Zhytomyrska,UA_18,2017,5,215806,215806,0,0,3140,2300,1.4583051,6.3085642,314711,1361426,2604,2604,0,6,17.635281,15.53432,507,23,20,3,3,2,17,14,8,1,8,0,20,17,29,17,10,6,3,22,35,45,16,8,7,0,13,0,1,33,20,3,29838.738
Cherkaska,UA_71,2017,6,0,0,0,0,0,0,0,0,0,0,149028,149028,0,0,0,0,448,57,24,4,5,17,19,44,21,9,12,23,38,17,25,37,32,10,12,4,81,57,34,30,32,4,35,0,0,0,40,8,20939.982
Chernihivska,UA_74,2017,6,0,0,0,0,0,0,0,0,0,0,237061,237061,0,0,0,0,222,45,22,6,13,16,16,5,33,2,26,9,0,18,24,45,21,3,4,0,53,45,20,40,49,0,72,0,3,4,43,0,31895.225
Chernivetska,UA_77,2017,6,2407,2407,0,0,101,101,5.0452847,8.7187366,12144,20986,54076,54076,0,7,10.873141,9.6205225,276,11,25,5,4,17,9,3,6,3,5,12,7,12,28,66,21,5,12,5,61,30,12,26,21,15,59,0,6,0,27,6,8094.667
Dnipropetrovska,UA_12,2017,6,128546,128546,0,0,5675,1806,10.608109,13.631346,1363630,1752255,94236,94236,5,7,57.200912,37.900146,2549,96,43,22,10,9,18,23,20,9,20,7,33,15,14,59,37,41,15,11,68,57,34,28,58,21,27,3,4,37,62,40,31910.455
Donetska,UA_14,2017,6,77548,77548,0,0,2299,1796,5.0128822,9.4895287,388739,735894,106527,106527,0,6,31.732004,30.843664,532,49,36,11,9,5,17,25,11,4,18,3,35,18,13,80,25,30,25,0,67,50,41,25,40,6,38,7,3,22,70,0,26499.604
Ivano-Frankivska,UA_26,2017,6,2304,2304,0,0,8,14,.16493055,5.830729,380,13434,95746,95746,0,6,.93153811,2.9596524,221,87,23,16,5,12,12,0,8,4,4,0,72,13,25,67,6,30,9,6,25,40,20,41,63,40,18,10,1,37,46,0,13933.037
Kharkivska,UA_63,2017,6,0,0,0,0,0,0,0,0,0,0,225280,225280,0,0,0,0,1484,37,30,14,11,12,22,27,17,3,20,21,59,15,22,28,50,40,16,12,70,52,48,41,54,10,42,10,6,18,80,12,31434.879
Khersonska,UA_65,2017,6,174535,174535,0,0,664,639,1.6751941,3.72527,292380,650190,5986,5986,0,0,12.047655,11.965364,195,40,14,4,11,6,16,3,7,7,16,0,35,13,25,67,53,27,14,6,69,52,36,28,18,6,14,0,3,17,39,0,26656.969
Khmelnytska,UA_68,2017,6,0,0,0,0,0,0,0,0,0,0,147523,147523,0,0,0,0,122,19,4,39,2,1,3,16,17,31,2,23,29,14,9,9,6,1,12,6,66,8,58,6,28,24,13,16,0,1,36,0,20627.613
Kirovohradska,UA_35,2017,6,72628,72628,0,0,1202,1202,6.9197693,8.4620123,502569,614579,99543,99543,6,7,16.908733,17.271006,130,50,20,18,1,5,12,2,3,3,10,0,33,13,17,24,62,2,0,0,59,54,21,25,13,19,13,0,2,13,33,14,24577.918
Krym,UA_43,2017,6,168445,168445,0,0,5859,4447,3.599721,4.0767493,606355,686708,424,424,0,0,28.456535,27.397654,1386,14,26,9,5,24,19,6,5,4,10,0,43,69,27,63,17,34,15,3,64,35,9,36,56,0,24,4,2,3,51,2,25558.451
Kyivska,UA_32,2017,6,0,0,0,0,0,0,0,0,0,0,204411,204411,0,0,0,0,649,110,21,5,11,9,13,19,8,9,16,0,52,15,31,49,39,23,9,7,49,39,27,38,34,1,39,4,5,0,61,0,28131.504
Kyivska City,UA_30,2017,6,0,0,0,0,0,0,0,0,0,0,6093,6093,0,0,0,0,8306,1,39,24,35,14,34,10,35,18,37,14,44,11,21,61,38,29,17,22,60,62,54,31,58,19,49,18,17,13,71,31,834.25281
Luhanska,UA_09,2017,6,4486,4486,0,0,18,23,.65804726,3.3049488,2952,14826,184376,184376,0,0,1.8691863,3.9556398,128,60,32,8,8,4,9,17,12,4,6,0,8,14,16,20,7,33,5,0,51,57,25,22,27,3,8,13,0,59,26,10,26687.729
Lvivska,UA_46,2017,6,0,0,0,0,0,0,0,0,0,0,156720,156720,0,0,0,0,2759,14,34,19,15,7,31,12,16,12,23,8,59,14,18,83,43,34,11,13,61,56,51,36,43,3,33,10,6,4,62,15,21823.723
Mykolaivska,UA_48,2017,6,152968,152968,0,0,1128,1281,3.0519586,5.2499609,466852,803076,11971,11971,0,5,17.313799,19.808912,215,15,50,13,19,11,38,40,42,8,40,15,31,14,26,75,35,21,13,0,56,51,18,31,40,21,64,0,3,26,100,0,24015.756
Odeska,UA_51,2017,6,201549,201549,0,0,1185,1506,4.0322452,5.2250519,812695,1053104,24531,24531,0,0,28.420832,29.58062,3886,44,37,9,24,4,21,32,22,3,36,16,24,18,28,55,40,50,13,13,76,63,51,33,60,24,37,10,11,7,81,3,33347.504
Poltavska,UA_53,2017,6,0,0,0,0,0,0,0,0,0,0,206358,206358,0,0,0,0,305,52,44,15,9,13,25,2,17,2,6,0,19,17,17,42,27,32,20,0,45,56,18,38,39,0,27,0,1,24,63,4,28722.865
Rivnenska,UA_56,2017,6,0,0,0,0,0,0,0,0,0,0,148045,148045,0,0,0,0,194,20,42,12,7,20,24,20,21,10,32,0,71,14,32,65,10,19,14,5,69,40,48,40,61,18,54,0,0,11,71,0,20053.172
Sevastopilska,UA_40,2017,6,369,369,26,28,908,811,230.43631,218.55284,85031,80646,0,0,219,212,119.17441,114.08343,611,1,17,5,14,5,17,52,5,5,5,2,3,22,25,22,10,11,5,2,15,34,10,12,21,0,34,0,0,5,33,0,57.44772
Sumska,UA_59,2017,6,0,0,0,0,0,0,0,0,0,0,176269,176269,0,0,0,0,95,38,17,5,3,6,10,5,6,2,6,0,9,16,12,36,22,7,14,2,22,53,43,18,33,39,36,0,0,0,35,0,23842.014
Ternopilska,UA_61,2017,6,0,0,0,0,0,0,0,0,0,0,98691,98691,0,0,0,0,1050,18,33,4,7,2,29,0,6,3,25,0,5,15,22,20,7,33,8,2,37,35,28,39,46,2,39,2,3,18,33,2,13833.407
Vinnytska,UA_05,2017,6,0,0,0,0,0,0,0,0,0,0,187220,187220,0,0,0,0,315,38,18,2,5,4,14,10,5,1,14,6,5,13,31,37,50,25,12,3,50,26,35,34,18,3,13,0,2,20,45,0,26490.973
Volynska,UA_07,2017,6,0,0,0,0,0,0,0,0,0,0,149217,149217,0,0,0,0,124,14,26,6,7,11,14,0,13,0,16,0,9,18,40,65,2,11,13,7,38,45,38,33,34,0,28,2,5,9,30,0,20149.451
Zakarpatska,UA_21,2017,6,9244,9244,0,0,199,211,7.1212678,11.806685,65829,109141,80024,80024,5,10,14.042977,13.88438,209,31,22,2,1,6,5,0,3,0,35,1,58,11,24,24,41,56,14,0,14,57,48,12,60,38,11,16,9,0,23,26,12758.455
Zaporizka,UA_23,2017,6,183790,183790,0,0,942,1271,3.9698949,7.6885357,729627,1413076,2316,2316,0,6,21.415834,22.35216,599,48,29,15,3,9,22,13,23,3,13,0,18,16,21,50,31,30,9,1,62,29,40,37,48,5,34,3,1,8,74,11,27180.066
Zhytomyrska,UA_18,2017,6,0,0,0,0,0,0,0,0,0,0,218410,218410,0,0,0,0,129,23,19,1,2,6,13,0,8,2,10,0,67,17,25,14,3,1,2,16,44,51,17,9,11,1,12,0,2,0,31,0,29838.738
Cherkaska,UA_71,2017,7,149017,149017,0,0,4317,893,1.6395646,2.0901442,244323,311467,11,11,0,0,25.755791,10.748442,450,57,22,10,9,17,13,79,17,3,7,36,39,15,26,62,30,9,29,13,82,63,25,38,51,8,50,0,4,4,47,9,20939.982
Chernihivska,UA_74,2017,7,129183,129183,0,0,791,1134,.86899203,2.5905035,112259,334649,107878,107878,0,0,8.1440487,12.197411,181,45,27,8,7,5,12,0,10,8,13,0,0,17,36,45,17,15,21,13,49,42,20,28,34,74,55,0,6,2,41,0,31895.225
Chernivetska,UA_77,2017,7,56483,56483,0,0,633,614,2.536303,2.9029264,143258,163966,0,0,0,0,14.438369,13.016966,203,11,19,1,4,7,6,0,8,3,4,0,4,11,25,63,6,7,37,3,88,35,13,36,22,3,38,11,3,5,26,3,8094.667
Dnipropetrovska,UA_12,2017,7,222777,222777,0,0,7339,4364,6.3042502,6.5832605,1404442,1466599,5,5,0,0,50.875561,37.288074,1981,96,32,14,11,16,12,15,21,6,25,7,34,14,16,70,29,28,19,12,61,59,30,34,51,41,32,13,10,10,67,0,31910.455
Donetska,UA_14,2017,7,184062,184062,0,0,8550,15072,5.8232822,6.9590573,1071845,1280898,13,13,0,0,42.178944,61.575001,619,49,29,4,5,7,15,16,10,3,20,0,47,17,18,53,39,20,14,10,62,52,45,26,34,2,47,0,7,3,69,9,26499.604
Ivano-Frankivska,UA_26,2017,7,98050,98050,0,0,852,1074,1.6503416,2.0379093,161816,199817,0,0,0,0,12.653969,12.138928,280,87,17,5,7,4,12,5,4,5,7,2,51,9,30,57,5,16,2,11,45,57,14,39,36,10,31,10,2,19,35,14,13933.037
Kharkivska,UA_63,2017,7,224932,224932,0,0,4176,4535,3.8165224,5.6039872,858458,1260516,348,348,0,0,31.528688,33.154549,1058,37,26,10,18,13,18,24,18,5,31,18,68,14,26,41,45,45,23,11,85,81,47,42,58,4,44,7,9,9,79,19,31434.879
Khersonska,UA_65,2017,7,175058,175058,0,0,516,423,1.1568851,1.4062654,202522,246178,5463,5463,0,0,9.7980118,8.7031593,199,40,10,7,17,7,10,13,13,5,8,0,16,12,18,66,38,14,20,12,59,68,28,30,24,16,24,2,0,23,37,14,26656.969
Khmelnytska,UA_68,2017,7,145051,145051,0,0,444,376,1.2982538,1.6213608,188313,235180,2472,2472,0,0,11.122889,9.559907,147,19,4,6,2,0,2,16,22,8,2,12,100,13,10,10,6,1,16,0,64,10,35,3,53,6,12,0,8,0,44,0,20627.613
Kirovohradska,UA_35,2017,7,172170,172170,0,0,1028,940,1.1622292,1.4843701,200101,255564,1,1,0,0,9.5091438,8.9315882,63,50,16,11,5,23,5,10,5,2,8,5,31,13,38,48,48,19,8,21,67,48,21,30,19,9,31,0,6,0,32,13,24577.918
Krym,UA_43,2017,7,168536,168536,0,0,6030,6426,3.2426543,3.2229731,546504,543187,333,333,0,0,33.660099,34.000107,1720,14,20,5,4,15,10,3,1,9,7,4,87,33,31,53,26,30,19,5,56,43,11,39,45,2,24,0,0,2,44,2,25558.451
Kyivska,UA_32,2017,7,158159,158159,0,0,1941,3009,2.6995239,4.8658247,426954,769574,46252,46252,0,0,17.382061,22.362768,627,110,16,2,6,9,12,0,6,2,15,6,51,14,33,58,46,15,14,8,53,40,20,30,36,7,48,1,5,1,63,2,28131.504
Kyivska City,UA_30,2017,7,3260,3260,0,0,1094,732,99.276077,98.301224,323640,320462,2833,2833,49,48,117.52437,112.36093,7357,1,29,19,27,16,28,17,23,13,37,13,61,9,22,67,40,34,17,23,62,68,56,28,55,24,49,19,21,19,67,36,834.25281
Luhanska,UA_09,2017,7,188862,188862,0,0,466,1300,1.5139467,2.387357,285927,450881,0,0,0,0,10.291639,13.891224,156,60,19,3,5,1,6,17,10,0,6,0,8,15,17,21,10,65,7,2,56,56,18,19,25,3,8,0,0,15,26,21,26687.729
Lvivska,UA_46,2017,7,156622,156622,0,0,8761,1034,3.8886683,3.580359,609051,560763,98,98,0,0,61.046215,22.984694,2403,14,25,15,10,11,19,0,11,5,22,11,65,9,20,70,35,36,21,18,74,65,46,39,68,4,33,3,6,12,58,22,21823.723
Mykolaivska,UA_48,2017,7,164399,164399,0,0,942,751,1.9757481,2.2249892,324811,365786,540,540,0,0,15.100659,13.139604,223,15,25,13,6,14,20,13,25,15,13,0,10,14,22,68,32,10,16,29,57,58,31,24,43,20,72,0,10,12,73,0,24015.756
Odeska,UA_51,2017,7,222552,222552,0,0,1305,1120,3.3783476,3.7389734,751858,832116,3528,3528,0,0,25.84193,23.723005,4432,44,31,16,21,10,19,37,23,9,41,4,52,15,31,59,53,55,33,5,66,73,48,32,55,15,38,14,12,13,64,0,33347.504
Poltavska,UA_53,2017,7,206188,206188,0,0,3799,5653,3.364187,5.3082623,693655,1094500,170,170,0,0,30.589554,41.690056,250,52,21,24,5,12,16,4,9,2,7,0,19,17,23,44,27,32,11,8,47,85,17,27,37,0,27,0,7,47,68,4,28722.865
Rivnenska,UA_56,2017,7,56674,56674,0,0,368,338,1.589759,2.0437415,90098,115827,91371,91371,0,0,10.940434,11.176552,181,20,34,12,7,13,21,21,13,11,18,0,45,14,38,57,21,26,3,10,73,63,35,32,41,9,55,0,9,12,69,0,20053.172
Sevastopilska,UA_40,2017,7,369,369,34,15,810,799,210.44174,205.39566,77653,75791,0,0,202,197,107.3236,105.65014,629,1,12,3,5,4,10,19,0,6,3,3,3,14,27,29,19,14,13,1,16,37,15,13,19,0,34,17,1,0,26,13,57.44772
Sumska,UA_59,2017,7,116335,116335,0,0,1683,2366,1.770499,3.1474965,205971,366164,59934,59934,0,0,22.258629,30.642193,85,38,10,4,1,2,8,5,6,3,5,2,9,22,21,51,13,13,26,3,22,54,28,29,34,13,32,0,3,17,39,0,23842.014
Ternopilska,UA_61,2017,7,97139,97139,0,0,363,248,1.1223196,1.6353576,109021,158857,1552,1552,0,0,8.6365032,7.2883224,1395,18,26,4,6,2,10,0,7,9,8,0,24,10,20,22,2,5,3,0,35,39,13,36,36,5,22,3,3,0,36,5,13833.407
Vinnytska,UA_05,2017,7,187207,187207,0,0,646,437,1.3420919,1.664222,251249,311554,13,13,0,0,11.815465,10.664159,214,38,20,1,5,3,10,0,3,1,9,0,8,15,31,37,53,25,14,0,54,28,38,28,24,1,18,13,1,20,32,48,26490.973
Volynska,UA_07,2017,7,100611,100611,0,0,497,2364,1.0261204,1.6629493,103239,167311,48606,48606,0,0,8.5890055,12.238223,121,14,29,0,7,6,13,0,9,7,16,0,11,12,44,46,5,34,13,0,53,62,34,36,22,13,26,0,5,0,44,0,20149.451
Zakarpatska,UA_21,2017,7,89268,89268,0,0,428,416,1.9467223,2.2614822,173780,201878,0,0,0,0,11.84067,11.472898,148,31,21,2,3,5,4,0,3,1,42,0,45,8,28,28,40,61,8,30,16,67,30,15,41,12,14,0,0,6,21,0,12758.455
Zaporizka,UA_23,2017,7,184495,184495,0,0,891,1322,2.813247,3.1166048,519030,574998,1611,1611,0,0,19.960222,19.335154,693,48,25,5,6,8,20,13,14,5,19,3,35,11,22,52,34,35,11,5,69,34,44,34,43,2,23,10,2,5,76,7,27180.066
Zhytomyrska,UA_18,2017,7,149472,149472,0,0,3583,4412,1.3058432,3.2473173,195187,485383,68938,68938,0,0,23.925037,24.236912,134,23,11,2,1,12,15,60,4,0,6,15,33,14,30,26,6,6,1,8,34,63,18,10,12,1,15,6,1,0,29,4,29838.738
Cherkaska,UA_71,2017,8,149028,149028,0,0,1058,268,1.1285127,1.7811821,168180,265446,0,0,0,0,8.9342394,6.749135,442,57,17,17,2,6,12,31,8,3,9,0,44,23,25,51,63,8,24,0,65,61,24,28,47,0,31,0,4,11,49,4,20939.982
Chernihivska,UA_74,2017,8,237061,237061,0,0,263,283,.26544222,.40560445,62926,96153,0,0,0,0,3.628927,3.5671892,156,45,24,0,8,0,19,10,12,0,5,0,15,23,26,57,26,9,28,12,53,59,16,34,36,14,54,10,5,0,38,0,31895.225
Chernivetska,UA_77,2017,8,56483,56483,0,0,513,488,2.3241861,2.6412017,131277,149183,0,0,0,0,13.166109,11.710109,171,11,19,2,1,2,6,3,7,0,6,0,0,16,26,55,18,10,32,2,62,31,20,31,19,3,23,10,3,0,24,0,8094.667
Dnipropetrovska,UA_12,2017,8,222779,222779,0,0,4881,5169,5.1247649,5.6287575,1141690,1253969,3,3,0,0,37.050377,33.099861,2068,96,34,19,10,17,11,17,21,6,21,29,35,21,15,64,31,30,20,11,64,64,36,29,60,25,31,5,5,25,77,69,31910.455
Donetska,UA_14,2017,8,184074,184074,0,0,11400,33831,5.1371732,5.9429197,945620,1093937,1,1,0,0,41.479546,99.506447,670,49,25,4,10,5,13,15,11,5,9,3,59,22,18,83,30,27,19,21,62,56,37,28,36,7,43,2,2,3,73,0,26499.604
Ivano-Frankivska,UA_26,2017,8,98050,98050,0,0,8801,796,2.4341152,1.8599898,238665,182372,0,0,0,0,70.469452,10.946886,441,87,17,9,4,3,17,0,5,6,5,0,34,13,28,56,5,22,12,9,40,53,20,35,39,10,22,0,2,0,39,0,13933.037
Kharkivska,UA_63,2017,8,225280,225280,0,0,3606,2952,2.7826393,2.8851917,626873,649976,0,0,0,0,26.540884,23.877378,1382,37,30,5,11,13,16,23,18,13,23,21,44,23,24,34,47,44,25,4,87,79,55,42,57,6,40,6,8,3,84,3,31434.879
Khersonska,UA_65,2017,8,175235,175235,0,0,373,328,1.040226,1.2856792,182284,225296,5286,5286,0,0,8.4826403,8.2928028,200,40,7,7,3,5,16,4,8,0,10,3,21,19,22,72,26,21,28,4,49,62,30,40,18,24,21,2,2,20,39,0,26656.969
