name,reg,year,month,nl_count_0,nl_count_4,nl_min_0,nl_min_4,nl_max_0,nl_max_4,nl_mean_0,nl_mean_4,nl_sum_0,nl_sum_4,nl_nodata_0,nl_nodata_4,nl_median_0,nl_median_4,nl_std_0,nl_std_4,tw_count,tw_n_settlements,Labor_index,Unemployment_index,Investment_index,Loan_index,Economy_index,Interest_rate_index,Inflation_index,Bankruptcy_index,Export_index,Mortgage_loan_index,Baggage_index,Holiday_index,BMW_index,Mercedes_index,McDonalds_index,Calvin_Klein_index,Gucci_index,Emigration_index,Washing_machine_index,Fridge_index,Sony_index,apple_index,Fitness_index,Recruitment_index,Travel_index,Savings_index,Computer_security_index,Unemployment_benefits_index,Fashion_index,MBA_degree_index,area_sq_km
Volynska,UA_07,2012,9,149202,149202,0,0,307,388,.40190479,.96425653,59965,143869,15,15,0,0,4.9159713,5.9038901,193,14,32,18,11,0,30,0,48,8,45,0,0,14,52,39,6,22,0,0,17,28,53,41,15,17,46,0,30,12,43,0,20149.451
Zakarpatska,UA_21,2012,9,89268,89268,0,0,331,275,1.6454384,3.0161648,146885,269247,0,0,0,0,8.2644424,8.7528076,598,31,42,6,11,9,11,0,4,2,34,1,18,11,22,22,46,39,22,0,14,37,45,33,29,20,10,76,34,0,20,41,12758.455
Zaporizka,UA_23,2012,9,184478,184478,0,0,791,931,2.3729334,2.9148841,437754,537732,1628,1628,0,0,15.588995,16.798088,3809,48,44,3,13,7,37,12,18,12,29,0,26,14,34,54,15,41,18,10,55,14,46,79,51,0,41,6,19,3,72,13,27180.066
Zhytomyrska,UA_18,2012,9,218357,218357,0,0,523,586,.5153991,1.342714,112541,293191,53,53,0,0,5.7877593,7.0619226,221,23,26,0,1,0,19,0,7,2,5,0,35,13,38,9,3,3,3,0,23,40,44,38,13,0,13,37,17,0,13,0,29838.738
Cherkaska,UA_71,2012,10,149017,149017,0,0,626,496,.97117776,1.7643423,144722,262917,11,11,0,0,7.2175641,7.7712674,2053,57,32,13,28,19,34,0,17,10,11,0,0,16,24,37,18,67,14,9,22,34,43,70,59,0,26,9,17,0,44,0,20939.982
Chernihivska,UA_74,2012,10,237043,237043,0,0,333,552,.20166384,.60306782,47803,142953,18,18,0,0,3.1372941,4.3290038,1104,45,35,12,15,15,32,0,36,16,7,0,0,11,12,15,10,17,36,0,44,23,18,63,96,0,24,0,40,0,32,0,31895.225
Chernivetska,UA_77,2012,10,56483,56483,0,0,693,809,2.432785,4.4104242,137411,249114,0,0,0,0,15.016272,16.145948,930,11,34,11,8,4,10,0,17,21,7,7,8,10,28,16,14,8,21,6,44,22,21,20,12,0,30,24,7,0,14,0,8094.667
Dnipropetrovska,UA_12,2012,10,222766,222766,0,0,22673,22072,4.6519351,5.3606877,1036293,1194179,16,16,0,0,119.90631,114.12158,23581,96,64,17,18,6,32,8,31,19,28,7,11,12,18,46,20,50,18,14,36,32,38,53,43,8,31,11,19,7,46,31,31910.455
Donetska,UA_14,2012,10,184069,184069,0,0,17475,23774,6.3753047,7.55759,1173496,1391118,6,6,0,0,77.214355,103.25037,10809,49,45,27,41,5,33,11,15,16,23,13,40,15,23,51,41,49,32,23,43,31,51,64,47,8,74,15,31,25,62,6,26499.604
Ivano-Frankivska,UA_26,2012,10,98047,98047,0,0,391,513,1.3908228,2.8233399,136366,276820,3,3,0,0,9.6260252,11.186845,565,88,38,11,9,3,30,0,6,15,8,0,16,11,24,35,4,5,14,12,11,35,9,60,30,0,28,0,25,0,38,0,13933.037
Kharkivska,UA_63,2012,10,225272,225272,0,0,8019,6245,2.3037174,2.7560151,518963,620853,8,8,0,0,37.228474,30.308876,7597,37,53,16,21,10,51,25,14,25,22,39,19,14,21,25,26,67,9,14,52,43,47,68,46,5,43,9,21,8,60,16,31434.879
Khersonska,UA_65,2012,10,174975,174975,0,0,427,458,.89249319,1.365618,156164,238949,5546,5546,0,0,8.3633766,9.1536665,1372,40,30,14,17,7,44,0,9,6,9,5,21,13,20,38,26,23,21,0,33,41,32,59,19,0,19,13,11,14,22,0,26656.969
Khmelnytska,UA_68,2012,10,147510,147510,0,0,360,449,1.0138228,2.7950716,149549,412301,13,13,0,0,8.7294807,10.26943,525,19,7,35,4,1,8,0,45,16,1,0,21,10,8,4,4,0,13,14,25,5,59,8,36,13,10,0,61,0,40,0,20627.613
Kirovohradska,UA_35,2012,10,172167,172167,0,0,1509,299,.72421545,1.2313567,124686,211999,4,4,0,0,8.8959827,6.3590012,1381,50,28,58,12,11,21,0,5,8,12,0,27,12,33,12,14,4,12,54,42,25,19,51,8,0,22,0,14,31,26,0,24577.918
Krym,UA_43,2012,10,168510,168510,0,0,5589,7007,2.4169366,3.2789626,407278,552538,359,359,0,0,29.360807,31.887106,4301,14,34,12,14,8,31,9,8,7,19,6,13,46,26,50,32,60,4,7,35,19,11,61,56,0,26,4,47,6,40,0,25558.451
Kyivska,UA_32,2012,10,203982,203982,0,0,25810,30000,3.6879675,6.4152327,752279,1308592,429,429,0,0,142.54221,206.45293,2428,110,50,22,11,19,33,0,11,6,0,0,19,9,41,14,24,15,25,21,31,22,21,67,21,0,25,0,8,0,55,8,28131.504
Kyivska City,UA_30,2012,10,6039,6039,0,0,1099,2026,81.881935,106.56317,494485,643535,54,54,34,43,98.31321,131.69267,61689,1,70,53,56,8,60,16,41,32,43,22,24,9,21,45,22,41,16,60,49,39,54,47,58,17,56,31,60,11,68,46,834.25281
Luhanska,UA_09,2012,10,188861,188861,0,0,919,1048,2.0680394,2.8936043,390572,546489,1,1,0,0,13.003098,13.856724,1558,60,34,5,27,6,11,21,22,11,13,2,3,11,25,18,14,61,12,8,32,25,24,53,29,8,9,8,29,18,28,26,26687.729
Lvivska,UA_46,2012,10,156710,156710,0,0,14810,15323,3.1402783,4.198998,492113,658025,10,10,0,0,83.817955,96.577133,3616,14,52,38,24,10,45,10,20,16,22,10,18,13,23,51,18,46,14,24,33,36,42,35,31,3,25,9,64,30,57,14,21823.723
Mykolaivska,UA_48,2012,10,164370,164370,0,0,393,406,1.263351,1.8051591,207657,296714,569,569,0,0,9.3482008,10.268547,1130,15,89,9,45,13,83,0,74,24,68,61,0,10,17,64,13,11,0,80,34,12,17,50,66,0,54,60,27,26,57,0,24015.756
Odeska,UA_51,2012,10,222617,222617,0,0,841,859,2.2958355,3.1323979,511092,697325,3463,3463,0,0,17.37085,19.975452,9667,44,78,50,32,9,44,38,18,26,30,23,10,13,31,41,18,63,19,32,40,36,42,60,53,26,32,59,47,19,58,10,33347.504
Poltavska,UA_53,2012,10,206331,206331,0,0,8428,13589,1.8445071,2.4030998,380579,495834,27,27,0,0,35.387684,46.012287,1111,52,46,29,25,0,37,5,23,26,20,0,11,14,20,29,8,19,27,36,27,18,20,68,36,0,16,15,10,0,35,0,28722.865
Rivnenska,UA_56,2012,10,148019,148019,0,0,269,344,.49409872,1.4856336,73136,219902,26,26,0,0,5.666739,7.6106253,198,20,71,14,6,24,77,0,21,26,60,42,0,13,40,34,12,62,0,0,21,39,44,48,15,43,46,0,42,0,42,14,20053.172
Sevastopilska,UA_40,2012,10,369,369,23,14,678,937,188.75339,203.02438,69650,74916,0,0,171,186,102.61284,115.7658,1257,1,13,20,19,3,29,22,14,15,15,0,0,19,33,18,11,4,4,7,16,28,16,24,23,18,25,0,7,22,28,0,57.44772
Sumska,UA_59,2012,10,176235,176235,0,0,1869,2309,.64990497,1.1084064,114536,195340,34,34,0,0,10.292492,14.201117,248,38,35,3,10,2,25,7,3,12,6,0,11,9,19,33,3,11,12,0,11,34,54,35,24,0,35,6,20,0,21,0,23842.014
Ternopilska,UA_61,2012,10,98690,98690,0,0,236,264,.76642013,2.3166177,75638,228627,1,1,0,0,6.1296587,7.3387885,763,18,42,6,19,0,26,6,21,0,22,66,17,20,12,16,2,51,6,1,18,10,15,48,21,0,11,0,60,39,29,0,13833.407
Vinnytska,UA_05,2012,10,187218,187218,0,0,458,476,1.1021429,3.2395763,206341,606507,2,2,0,0,9.1128101,10.16049,724,38,34,8,8,4,30,0,2,0,19,16,7,11,35,17,15,35,0,4,36,8,97,67,15,0,17,71,24,0,36,45,26490.973
Volynska,UA_07,2012,10,149196,149196,0,0,321,374,.35572669,.93466312,53073,139448,21,21,0,0,4.5601201,6.1049953,226,14,45,19,4,11,28,0,47,33,30,0,9,16,32,31,2,0,0,27,27,22,36,40,12,0,50,7,5,9,27,54,20149.451
Zakarpatska,UA_21,2012,10,89262,89262,0,0,309,336,1.4670073,2.8473482,130948,254160,6,6,0,0,8.686368,9.2957811,838,31,39,4,13,4,11,22,6,1,71,1,0,9,20,13,40,43,8,85,14,43,39,29,42,17,14,87,36,34,17,0,12758.455
Zaporizka,UA_23,2012,10,184448,184448,0,0,677,850,1.8318604,2.3152649,337883,427046,1658,1658,0,0,13.578599,14.67039,3914,48,58,26,16,12,42,21,24,5,32,5,0,12,30,55,11,41,7,0,54,20,38,59,48,0,24,5,27,5,52,6,27180.066
Zhytomyrska,UA_18,2012,10,218344,218344,0,0,458,535,.49805811,2.0601895,108748,449830,66,66,0,0,6.2511592,7.8433647,348,23,19,7,2,5,21,36,8,6,4,0,0,14,19,16,3,7,2,0,27,33,36,26,13,2,8,29,11,29,28,0,29838.738
Cherkaska,UA_71,2012,11,147238,147238,0,0,781,2038,.92703652,4.8182397,136495,709428,1790,1790,0,5,7.699192,14.347454,3167,57,36,33,10,7,45,71,26,3,25,25,27,15,37,29,17,63,27,18,78,24,28,64,38,0,25,0,33,25,36,9,20939.982
Chernihivska,UA_74,2012,11,237010,237010,0,0,355,520,.18375175,1.6258132,43551,385334,51,51,0,0,3.064698,4.9168601,1644,45,39,11,10,0,45,0,0,15,21,0,15,11,18,33,14,50,23,34,35,28,21,37,33,40,36,30,15,6,37,0,31895.225
Chernivetska,UA_77,2012,11,56294,56294,0,0,774,996,2.1949053,6.2637405,123560,352611,189,189,0,6,15.740408,16.346083,857,11,44,0,21,3,14,0,10,6,2,0,0,11,20,24,6,11,6,21,9,13,15,26,28,0,31,22,26,0,22,0,8094.667
Dnipropetrovska,UA_12,2012,11,222507,222507,0,0,23694,30000,4.6048484,6.0889993,1024611,1354845,275,275,0,0,107.63965,121.07927,27322,96,64,37,23,5,42,25,28,17,28,21,29,13,16,42,17,51,16,14,43,33,35,41,47,19,27,22,45,26,53,64,31910.455
Donetska,UA_14,2012,11,184045,184045,0,0,11583,3580,6.1806188,7.1414275,1137512,1314344,30,30,0,0,69.176941,35.415245,11964,49,51,19,35,7,41,23,26,19,49,7,15,14,21,44,42,39,16,20,34,20,41,51,41,2,53,8,35,22,43,10,26499.604
Ivano-Frankivska,UA_26,2012,11,98014,98014,0,0,537,615,1.3664987,4.1640377,133936,408134,36,36,0,5,9.7041225,10.904838,604,88,50,4,15,9,46,11,8,23,19,5,15,13,28,31,3,14,0,23,18,29,21,53,46,0,18,0,12,0,37,0,13933.037
Kharkivska,UA_63,2012,11,225242,225242,0,0,6657,7749,2.0841672,3.6078174,469442,812632,38,38,0,0,26.978683,36.059433,7466,37,52,22,20,10,46,20,18,35,37,6,16,13,27,22,21,59,22,20,52,42,51,60,52,10,35,21,20,23,58,8,31434.879
Khersonska,UA_65,2012,11,172943,172943,0,0,597,698,.93108135,3.7116563,161024,641905,7578,7578,0,5,9.3995762,9.8278675,1245,40,23,25,15,0,22,7,8,11,20,0,0,15,20,61,11,30,15,0,28,21,40,33,38,0,19,7,12,47,25,0,26656.969
Khmelnytska,UA_68,2012,11,146954,146954,0,0,551,889,.94488752,5.4898539,138855,806756,569,569,0,5,8.8493299,10.439844,250,19,6,54,2,1,12,0,34,75,0,0,0,10,9,6,5,0,6,13,36,5,38,9,30,12,12,15,33,2,27,51,20627.613
Kirovohradska,UA_35,2012,11,171857,171857,0,0,1446,1586,.68434805,3.2882919,117610,565116,314,314,0,5,8.4047689,8.1471977,987,50,31,42,7,3,39,0,5,8,4,0,0,16,14,14,13,4,4,0,48,22,16,34,18,0,32,0,27,89,19,0,24577.918
Krym,UA_43,2012,11,168432,168432,0,0,5856,6908,2.4338546,4.2270827,409939,711976,437,437,0,0,32.171936,34.329952,3176,14,32,36,14,11,31,4,9,7,24,3,13,30,26,44,25,30,11,10,37,23,20,48,43,4,23,17,16,0,36,14,25558.451
Kyivska,UA_32,2012,11,203785,203785,0,0,27516,30000,3.9519346,9.8056774,805345,1998250,626,626,0,5,152.24857,234.39362,2685,110,58,14,28,6,27,0,3,6,17,0,0,13,27,17,19,8,6,0,14,12,36,61,28,0,34,0,32,0,40,0,28131.504
Kyivska City,UA_30,2012,11,6091,6091,0,0,946,6477,77.206696,116.47578,470266,709454,2,2,33,44,92.604202,208.99487,59873,1,70,44,57,10,66,19,47,43,45,22,19,9,20,38,20,40,16,59,45,37,54,37,66,18,50,41,60,22,49,34,834.25281
Luhanska,UA_09,2012,11,188852,188852,0,0,1544,2501,1.8825694,2.7038898,355527,510635,10,10,0,0,12.822017,14.704734,1266,60,39,4,32,6,15,12,16,9,12,3,6,16,17,10,14,34,17,6,34,29,24,52,18,9,13,9,50,20,21,29,26687.729
Lvivska,UA_46,2012,11,156711,156711,0,0,30000,21966,3.1323454,5.5940552,490873,876650,9,9,0,0,111.3358,104.52292,3000,14,53,44,30,11,54,5,16,27,29,3,5,11,21,45,24,36,11,20,32,33,51,33,38,1,29,9,49,19,52,9,21823.723
Mykolaivska,UA_48,2012,11,164342,164342,0,0,324,877,1.1630076,3.274945,191131,538211,597,597,0,0,8.4879866,11.33945,2025,15,66,100,19,6,65,26,90,30,45,29,20,11,21,42,39,31,20,77,28,29,27,44,60,0,59,0,13,100,58,0,24015.756
Odeska,UA_51,2012,11,222579,222579,0,0,845,1061,2.2739072,4.4858365,506124,998453,3501,3501,0,0,17.61657,20.664915,13106,44,73,57,43,5,48,58,25,23,25,10,9,10,27,31,19,64,15,27,29,39,58,46,58,22,49,0,65,13,55,21,33347.504
Poltavska,UA_53,2012,11,205915,205915,0,0,9956,13306,1.861773,4.3917394,383367,904325,443,443,0,0,41.543488,50.463482,1044,52,72,14,23,9,38,5,33,15,14,0,0,12,25,21,10,36,39,17,19,42,21,66,60,0,24,14,18,0,55,0,28722.865
Rivnenska,UA_56,2012,11,147656,147656,0,0,277,818,.49707428,3.5701292,73396,527151,389,389,0,5,5.5686283,7.961297,130,20,59,35,34,6,76,0,7,38,42,0,0,10,24,27,3,30,7,0,33,43,16,44,24,0,72,0,21,54,35,0,20053.172
Sevastopilska,UA_40,2012,11,369,369,21,24,777,1004,193.59892,204.07047,71438,75302,0,0,180,187,105.64045,116.77257,1279,1,17,16,22,3,36,0,7,4,44,0,1,10,33,13,31,8,4,3,15,13,19,20,22,18,31,75,10,31,25,30,57.44772
Sumska,UA_59,2012,11,176259,176259,0,0,1729,2002,.65301633,1.9921422,115100,351133,10,10,0,0,10.619149,12.651699,255,38,30,12,14,2,27,0,13,8,22,0,10,12,15,31,3,5,16,11,19,29,37,49,34,0,24,0,23,20,30,0,23842.014
Ternopilska,UA_61,2012,11,98508,98508,0,0,31912,12313,2.1240611,4.7515936,209237,468070,183,183,0,5,190.22971,84.113083,547,18,49,8,23,9,31,0,17,12,42,31,16,23,16,14,13,20,17,5,13,25,11,39,35,0,37,3,11,37,31,9,13833.407
Vinnytska,UA_05,2012,11,186974,186974,0,0,484,540,1.162937,6.7290478,217439,1258157,246,246,0,6,9.677434,10.158163,1053,38,32,7,12,6,20,0,5,4,20,0,0,9,38,29,31,36,20,4,37,13,40,48,28,0,24,0,9,56,27,0,26490.973
Volynska,UA_07,2012,11,148542,148542,0,0,342,349,.33237064,3.88169,49371,576594,675,675,0,5,4.1686869,5.6929774,258,14,25,9,22,27,30,0,9,13,29,0,0,7,48,52,5,68,19,7,18,36,29,50,23,0,53,0,19,0,34,54,20149.451
Zakarpatska,UA_21,2012,11,89264,89264,0,0,320,336,1.5389407,1.9532062,137372,174351,4,4,0,0,9.2403231,8.9174013,867,31,33,8,6,2,8,21,4,2,35,0,0,9,19,17,23,41,19,0,8,41,46,19,59,0,11,42,35,0,21,35,12758.455
Zaporizka,UA_23,2012,11,184250,184250,0,0,480,874,1.7122551,3.02984,315483,558248,1856,1856,0,0,12.587316,14.191722,2969,48,52,26,27,8,33,21,25,9,24,5,14,11,28,47,10,36,9,5,41,19,32,65,54,4,32,10,15,5,56,0,27180.066
Zhytomyrska,UA_18,2012,11,218218,218218,0,0,430,505,.52156562,2.9958482,113815,653748,192,192,0,0,6.4945087,7.8455257,393,23,19,13,5,8,22,37,15,2,19,0,27,12,32,6,3,7,4,39,18,33,15,17,9,0,13,0,4,30,26,0,29838.738
Cherkaska,UA_71,2012,12,143265,143265,0,0,14310,40846,6.9394617,4.322989,994182,619333,5763,5763,5,0,90.979797,148.86807,2752,57,35,8,16,20,23,22,32,12,23,0,8,16,26,26,26,57,18,8,37,27,28,54,45,0,12,15,23,0,37,0,20939.982
Chernihivska,UA_74,2012,12,237029,237029,0,0,2127,2096,1.4426589,1.3060638,341952,309575,32,32,0,0,11.00267,8.1394787,1360,45,27,5,4,7,36,13,25,9,19,43,0,19,21,30,4,8,21,31,35,25,35,64,54,0,12,0,0,5,36,0,31895.225
Chernivetska,UA_77,2012,12,56233,56233,0,0,1419,1134,6.7668452,5.9276581,380520,333330,250,250,0,5,28.057116,16.981628,1964,11,41,2,14,3,21,0,26,11,10,0,0,12,16,30,6,6,28,9,36,18,27,35,12,0,45,20,23,0,19,0,8094.667
Dnipropetrovska,UA_12,2012,12,219115,219115,0,0,18647,12332,8.3895578,10.705132,1838278,2345655,3667,3667,0,6,101.12647,68.959396,31424,96,48,26,27,4,32,6,30,18,34,20,13,17,15,46,17,51,27,18,39,31,30,45,28,8,24,18,35,11,40,38,31910.455
Donetska,UA_14,2012,12,182416,182416,0,0,9680,9950,16.795456,9.3779764,3063760,1710693,1659,1659,5,0,83.957863,59.60091,15195,49,47,23,24,4,37,13,21,29,38,3,10,15,21,61,33,27,23,13,42,29,45,60,30,7,55,7,30,14,47,5,26499.604
Ivano-Frankivska,UA_26,2012,12,96082,96082,0,0,1895,6553,5.2927189,4.7157326,508535,453097,1968,1968,0,0,24.912308,43.437187,919,88,35,23,8,8,25,0,7,17,7,0,14,18,25,36,0,9,20,7,10,17,16,25,16,0,21,19,33,36,27,0,13933.037
Kharkivska,UA_63,2012,12,224602,224602,0,0,11487,3279,9.6904526,4.5519719,2176495,1022382,678,678,0,0,106.48341,34.698944,9013,37,51,17,21,4,46,24,17,17,28,28,9,17,26,26,23,29,15,18,46,37,60,56,48,4,33,13,29,12,47,35,31434.879
Khersonska,UA_65,2012,12,170918,170918,0,0,766,3367,1.0362688,6.1273885,177117,1047281,9603,9603,0,6,9.437933,19.757658,1611,40,21,0,9,0,38,0,10,17,14,0,11,17,28,38,10,27,7,13,54,35,29,65,20,0,25,0,7,0,25,0,26656.969
Khmelnytska,UA_68,2012,12,146967,146967,0,0,1301,1496,4.3351908,2.2891057,637130,336423,556,556,0,0,21.050488,12.514139,303,19,5,40,3,1,8,29,71,28,1,21,18,16,9,6,4,1,11,12,43,5,51,10,39,0,15,0,38,2,23,95,20627.613
Kirovohradska,UA_35,2012,12,169897,169897,0,0,2070,3565,4.1860185,2.3794475,711192,404261,2274,2274,0,0,15.824212,15.68609,596,50,24,39,0,0,19,4,14,14,11,0,48,18,22,15,25,7,14,98,21,9,15,41,9,0,22,22,13,56,21,30,24577.918
Krym,UA_43,2012,12,168025,168025,0,0,5986,8671,2.5384793,3.8810594,426528,652115,844,844,0,0,36.822289,44.158573,3816,14,34,15,12,10,31,12,3,8,11,6,19,39,27,33,16,72,14,9,27,24,13,49,37,0,18,8,23,3,30,4,25558.451
Kyivska,UA_32,2012,12,199422,199422,0,0,28885,30000,10.005561,9.2357864,1995329,1841819,4989,4989,5,0,179.75945,263.93008,3613,110,37,14,24,24,24,0,8,12,25,0,19,14,27,27,23,15,18,7,23,11,38,59,21,0,24,10,8,17,53,0,28131.504
Kyivska City,UA_30,2012,12,5155,5155,0,0,2526,2130,231.08342,98.529968,1191235,507922,938,938,80,45,325.29831,129.85988,65684,1,71,61,53,8,65,18,39,37,45,17,13,12,18,39,18,34,22,53,44,33,65,41,50,9,48,28,50,16,54,29,834.25281
Luhanska,UA_09,2012,12,188560,188560,0,0,2138,893,6.5663185,3.4981067,1238145,659603,302,302,0,0,36.389915,13.769394,1343,60,31,10,17,5,18,11,3,23,8,0,5,14,13,20,9,53,9,0,33,29,29,40,21,4,9,8,33,38,15,0,26687.729
Lvivska,UA_46,2012,12,154668,154668,0,0,24058,23392,11.294224,6.5134544,1746855,1007423,2052,2052,5,0,123.65054,117.50462,3060,14,43,33,30,7,45,10,20,18,21,9,22,17,17,42,12,30,16,22,45,31,55,38,29,0,23,14,56,9,47,9,21823.723
Mykolaivska,UA_48,2012,12,163568,163568,0,0,1026,715,2.0658932,5.2016468,337914,850823,1371,1371,0,5,10.60603,12.514078,1329,15,62,38,51,6,64,0,64,34,71,0,0,15,23,21,100,28,31,35,35,34,30,40,64,18,43,0,29,46,48,33,24015.756
Odeska,UA_51,2012,12,219286,219286,0,0,967,1123,3.6409118,5.897809,798401,1293307,6794,6794,0,5,19.230833,22.428165,13542,44,79,35,30,8,49,85,28,29,39,19,7,15,27,32,15,43,21,24,37,28,63,44,44,10,30,24,54,20,43,4,33347.504
Poltavska,UA_53,2012,12,202624,202624,0,0,20399,14534,6.4801998,3.0072203,1313044,609335,3734,3734,0,0,85.990585,43.493679,1194,52,47,0,22,6,29,4,25,19,18,9,21,12,27,30,7,9,12,33,31,42,23,50,25,0,21,13,20,26,44,0,28722.865
Rivnenska,UA_56,2012,12,147979,147979,0,0,1619,462,2.4427452,1.6105191,361475,238323,66,66,0,0,16.26573,6.8947616,188,20,91,38,25,16,54,0,19,0,53,0,38,15,32,27,11,55,24,11,26,25,64,32,18,19,57,0,38,0,53,0,20053.172
Sevastopilska,UA_40,2012,12,368,368,26,13,730,850,177.95381,164.41576,65487,60505,1,1,164.5,145,97.913757,103.44952,1589,1,17,12,13,3,33,38,9,10,23,0,2,14,38,11,3,3,13,6,19,30,25,19,14,16,16,0,3,10,17,0,57.44772
Sumska,UA_59,2012,12,176212,176212,0,0,1666,1452,2.3605373,1.0496901,415955,184968,57,57,0,0,25.23703,12.224181,532,38,27,8,10,2,21,6,7,5,5,0,0,14,16,25,3,5,5,3,10,28,49,22,24,0,24,5,31,0,22,6,23842.014
Ternopilska,UA_61,2012,12,96581,96581,0,0,17140,5658,5.0893345,2.1451631,491533,207182,2110,2110,0,0,109.76597,43.109657,627,18,45,2,18,0,45,5,13,21,47,0,0,22,17,13,4,35,10,3,9,14,20,28,36,4,20,0,72,0,20,0,13833.407
Vinnytska,UA_05,2012,12,187042,187042,0,0,6711,757,4.9782295,3.1836219,931138,595471,178,178,0,0,40.036934,10.838168,881,38,33,2,13,4,19,0,4,28,12,16,3,15,31,20,15,17,25,11,35,10,43,53,18,0,13,35,12,0,19,44,26490.973
Volynska,UA_07,2012,12,149166,149166,0,0,1200,447,2.0373678,2.3385022,303906,348825,51,51,0,0,11.646723,6.4514356,634,14,24,4,23,0,26,0,16,11,5,0,0,19,35,44,10,58,0,0,15,40,30,37,30,0,27,0,4,0,27,0,20149.451
Zakarpatska,UA_21,2012,12,87264,87264,0,0,387,736,1.9412701,5.2260265,169403,456044,2004,2004,0,5,10.069137,11.161343,738,31,28,2,8,3,13,19,6,1,47,2,14,14,20,18,70,38,7,25,11,34,42,28,31,15,11,19,68,0,11,31,12758.455
Zaporizka,UA_23,2012,12,180308,180308,0,0,849,2124,2.3392694,6.0130167,421789,1084195,5798,5798,0,5,15.893108,21.503681,4728,48,55,28,28,5,33,9,23,6,18,0,9,13,24,41,11,24,19,6,43,20,43,61,38,2,41,5,28,0,51,5,27180.066
Zhytomyrska,UA_18,2012,12,218050,218050,0,0,3520,2259,2.6143911,1.7885209,570068,389987,360,360,0,0,18.541576,11.451158,404,23,20,4,2,2,16,0,5,7,4,34,0,22,22,5,2,10,0,0,21,31,23,17,8,0,20,0,6,0,22,8,29838.738
Cherkaska,UA_71,2013,1,144141,144141,0,0,11214,3761,7.5606384,2.988657,1089798,430788,4887,4887,6,0,59.842369,26.007498,2582,57,23,18,10,10,22,42,8,15,12,0,24,12,22,22,20,53,18,8,33,33,34,49,43,0,26,7,26,7,38,0,20939.982
Chernihivska,UA_74,2013,1,236303,236303,0,0,1125,362,4.2422566,.59798646,1002458,141306,758,758,5,0,6.8273535,3.651113,1711,45,27,14,12,6,31,0,17,17,12,0,12,9,31,20,16,21,10,29,24,32,12,54,28,100,53,0,6,5,27,0,31895.225
Chernivetska,UA_77,2013,1,55956,55956,0,0,1195,771,9.8495426,4.257381,551141,238226,527,527,6,0,28.99758,15.85431,3540,11,34,8,7,0,4,0,11,16,4,0,0,9,23,38,11,6,5,0,11,9,29,36,19,0,42,18,27,8,18,5,8094.667
Dnipropetrovska,UA_12,2013,1,208822,208822,0,0,15398,25525,6.7566638,9.8741703,1410940,2061944,13960,13960,0,7,53.907188,71.813522,36396,96,48,34,17,6,22,15,21,38,24,8,12,14,19,46,14,53,22,14,37,22,32,47,52,9,27,7,34,16,38,42,31910.455
Donetska,UA_14,2013,1,168373,168373,0,0,5188,2179,11.65463,11.485072,1962325,1933776,15702,15702,5,6,44.226673,37.494514,14310,49,40,16,24,8,23,34,28,23,37,7,37,14,22,66,33,44,13,16,42,27,53,60,53,8,66,7,38,10,50,12,26499.604
Ivano-Frankivska,UA_26,2013,1,97262,97262,0,0,1847,6781,6.9618249,5.572608,677121,542003,788,788,5,5,24.047506,33.524319,1337,88,26,25,10,8,20,18,3,16,5,4,0,11,26,30,2,24,8,13,17,12,11,44,27,0,30,17,30,0,36,0,13933.037
Kharkivska,UA_63,2013,1,202550,202550,0,0,2750,3139,6.322444,4.5048876,1280611,912465,22730,22730,5,0,22.106495,27.712854,9339,37,48,21,27,6,30,33,17,36,23,16,25,12,21,24,27,45,10,34,48,27,52,50,61,11,39,16,30,22,49,11,31434.879
Khersonska,UA_65,2013,1,168458,168458,0,0,1667,4374,1.3461159,5.7241273,226764,964275,12063,12063,0,6,11.403587,20.044312,1755,40,13,12,17,5,39,13,13,9,10,0,0,14,24,52,10,8,19,6,47,23,53,44,37,28,28,0,10,0,27,0,26656.969
Khmelnytska,UA_68,2013,1,147066,147066,0,0,1089,419,3.9402852,1.9677355,579482,289387,457,457,0,0,18.219345,9.0240593,557,19,5,38,3,0,7,27,36,65,1,0,17,9,11,8,1,1,5,22,28,5,33,8,29,0,10,0,64,0,28,0,20627.613
Kirovohradska,UA_35,2013,1,157168,157168,0,0,957,2111,4.4381361,2.2171497,697533,348465,15003,15003,5,0,10.573866,15.026481,867,50,21,25,2,0,15,4,7,3,18,0,0,13,16,14,12,24,3,47,27,9,31,48,18,0,4,0,17,0,20,0,24577.918
Krym,UA_43,2013,1,167615,167615,0,0,6107,9778,2.8450854,5.6812038,476879,952255,1254,1254,0,5,38.941368,56.739155,4719,14,30,8,11,5,23,14,9,19,12,3,7,32,31,47,15,25,17,8,39,22,15,61,38,0,21,4,21,3,33,15,25558.451
Kyivska,UA_32,2013,1,202248,202248,0,0,30000,30000,11.141722,5.1672897,2253391,1045074,2163,2163,6,0,187.94099,169.20445,3496,110,36,0,10,6,22,61,8,18,20,21,18,13,27,16,27,7,6,0,33,18,27,41,51,6,26,0,23,0,45,0,28131.504
Kyivska City,UA_30,2013,1,5469,5469,0,0,1232,1293,145.93362,87.729935,798111,479795,624,624,81,39,170.74644,110.68447,70989,1,54,40,45,6,44,16,31,67,38,17,20,9,21,40,19,35,15,57,42,28,54,37,71,12,49,29,59,23,50,32,834.25281
